,id,title,context,question,answers,context_length,answer_text,start_index,answer_pos,answer_start_cat,answer_pos_cat,context_cat
81817,5727dc5b2ca10214002d9841,Rule_of_law,"In India, the longest constitutional text in the history of the world has governed that country since 1950. Although the Constitution of India may have been intended to provide details that would limit the opportunity for judicial discretion, the more text there is in a constitution the greater opportunity the judiciary may have to exercise judicial review. According to Indian journalist Harish Khare, ""The rule of law or rather the Constitution [is] in danger of being supplanted by the rule of judges.""",What is in position to gain control over the rule of law in Thailand?,"{'text': array(['rule of judges'], dtype=object), 'answer_start': array([491], dtype=int32)}",507,rule of judges,491,0.9684418145956607,"[400, 5000)","[0.5, 1.5)","(0, 600]"
94640,572b8803be1ee31400cb8409,Zinc,"There is evidence of induced copper deficiency in those taking 100–300 mg of zinc daily. A 2007 trial observed that elderly men taking 80 mg daily were hospitalized for urinary complications more often than those taking a placebo. The USDA RDA is 11 and 8 mg Zn/day for men and women, respectively. Levels of 100–300 mg may interfere with the utilization of copper and iron or adversely affect cholesterol. Levels of zinc in excess of 500 ppm in soil interfere with the ability of plants to absorb other essential metals, such as iron and manganese. There is also a condition called the zinc shakes or ""zinc chills"" that can be induced by the inhalation of freshly formed zinc oxide formed during the welding of galvanized materials. Zinc is a common ingredient of denture cream which may contain between 17 and 38 mg of zinc per gram. There have been claims of disability, and even death, due to excessive use of these products.",People have claimed that the excessive use of what common product has caused disability and death?,"{'text': array(['denture cream'], dtype=object), 'answer_start': array([765], dtype=int32)}",929,denture cream,765,0.8234660925726588,"[400, 5000)","[0.5, 1.5)","(700, 1000]"
29342,5706acd875f01819005e7d12,Bird_migration,"Navigation is based on a variety of senses. Many birds have been shown to use a sun compass. Using the sun for direction involves the need for making compensation based on the time. Navigation has also been shown to be based on a combination of other abilities including the ability to detect magnetic fields (magnetoception), use visual landmarks as well as olfactory cues.",What does using the sun for direction involve?,"{'text': array(['the need for making compensation based on the time'], dtype=object), 'answer_start': array([130], dtype=int32)}",374,the need for making compensation based on the time,130,0.34759358288770054,"[0, 150)","[0.25, 0.5)","(0, 600]"
27127,56fa3d788f12f31900630101,Wood,"Age, diameter, height, radial growth, geographical location, site and growing conditions, silvicultural treatment, and seed source, all to some degree influence wood density. Variation is to be expected. Within an individual tree, the variation in wood density is often as great as or even greater than that between different trees (Timell 1986). Variation of specific gravity within the bole of a tree can occur in either the horizontal or vertical direction. :)",What tiny object's source plays a role in determining wood density?,"{'text': array(['seed'], dtype=object), 'answer_start': array([119], dtype=int32)}",463,seed,119,0.2570194384449244,"[0, 150)","[0.25, 0.5)","(0, 600]"
71033,5ad288c3d7d075001a429969,Molotov%E2%80%93Ribbentrop_Pact,"When a joint German–Soviet peace initiative was rejected by Britain and France on 28 September 1939, Soviet foreign policy became critical of the Allies and more pro-German in turn. During the fifth session of the Supreme Soviet on 31 October 1939 Molotov analysed the international situation thus giving the direction for Communist propaganda. According to Molotov Germany had a legitimate interest in regaining its position as a great power and the Allies had started an aggressive war in order to maintain the Versailles system.",Why was the west creating peace?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",531,,-1,-0.0018832391713747645,"[-1, 0)","[-0.25, 0.0)","(0, 600]"
36676,570b46f8ec8fbc190045b94d,Military_history_of_the_United_States,"Fighting on one side was a coalition of forces including the Republic of Vietnam (South Vietnam or the ""RVN""), the United States, supplemented by South Korea, Thailand, Australia, New Zealand, and the Philippines. The allies fought against the North Vietnamese Army (NVA) as well as the National Liberation Front (NLF, also known as Viet communists Viet Cong), or ""VC"", a guerrilla force within South Vietnam. The NVA received substantial military and economic aid from the Soviet Union and China, turning Vietnam into a proxy war.",What acronym was given to North Vietnamese army regulars?,"{'text': array(['NVA'], dtype=object), 'answer_start': array([267], dtype=int32)}",531,NVA,267,0.5028248587570622,"[150, 400)","[0.5, 1.5)","(0, 600]"
100117,572bb59abe1ee31400cb8489,Education,"Some claim that there is education inequality because children did not exceed the education of their parents. This education inequality is then associated with income inequality. Although critical thinking is a goal of education, criticism and blame are often the unintended by products of our current educational process. Students often blame their teachers and their textbooks, despite the availability of libraries and the internet. When someone tries to improve education, the educational establishment itself occasionally showers the person with criticism rather than gratitude. Better by products of an educational system would be gratitude and determination.",What are some of the claims being pointed towards education inequality?,"{'text': array(['children did not exceed the education of their parents'],
      dtype=object), 'answer_start': array([54], dtype=int32)}",665,children did not exceed the education of their parents,54,0.081203007518797,"[0, 150)","[0.0, 0.25)","(600, 700]"
232,56bf9dbda10cfb14005511c8,Beyoncé,"In 2011, documents obtained by WikiLeaks revealed that Beyoncé was one of many entertainers who performed for the family of Libyan ruler Muammar Gaddafi. Rolling Stone reported that the music industry was urging them to return the money they earned for the concerts; a spokesperson for Beyoncé later confirmed to The Huffington Post that she donated the money to the Clinton Bush Haiti Fund. Later that year she became the first solo female artist to headline the main Pyramid stage at the 2011 Glastonbury Festival in over twenty years, and was named the highest-paid performer in the world per minute.",Who did she tell about the donation?,"{'text': array(['The Huffington Post'], dtype=object), 'answer_start': array([313], dtype=int32)}",603,The Huffington Post,313,0.5190713101160862,"[150, 400)","[0.5, 1.5)","(600, 700]"
114528,5a62ba07f8d794001af1c1e8,Liberia,"The Central Bank of Liberia is responsible for printing and maintaining the Liberian dollar, which is the primary form of currency in Liberia. Liberia is one of the world's poorest countries, with a formal employment rate of 15%. GDP per capita peaked in 1980 at US$496, when it was comparable to Egypt's (at the time). In 2011, the country's nominal GDP was US$1.154 billion, while nominal GDP per capita stood at US$297, the third-lowest in the world. Historically, the Liberian economy has depended heavily on foreign aid, foreign direct investment and exports of natural resources such as iron ore, rubber and timber.",What is responsible for printing $1.154 billion Liberian dollars each year?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",621,,-1,-0.001610305958132045,"[-1, 0)","[-0.25, 0.0)","(600, 700]"
14334,56dfd598231d4119001abe11,Pub,"The Wine and Beerhouse Act 1869 reintroduced the stricter controls of the previous century. The sale of beers, wines or spirits required a licence for the premises from the local magistrates. Further provisions regulated gaming, drunkenness, prostitution and undesirable conduct on licensed premises, enforceable by prosecution or more effectively by the landlord under threat of forfeiting his licence. Licences were only granted, transferred or renewed at special Licensing Sessions courts, and were limited to respectable individuals. Often these were ex-servicemen or ex-policemen; retiring to run a pub was popular amongst military officers at the end of their service. Licence conditions varied widely, according to local practice. They would specify permitted hours, which might require Sunday closing, or conversely permit all-night opening near a market. Typically they might require opening throughout the permitted hours, and the provision of food or lavatories. Once obtained, licences were jealously protected by the licensees (who were expected to be generally present, not an absentee owner or company), and even ""Occasional Licences"" to serve drinks at temporary premises such as fêtes would usually be granted only to existing licensees. Objections might be made by the police, rival landlords or anyone else on the grounds of infractions such as serving drunks, disorderly or dirty premises, or ignoring permitted hours.",Retirees from what two professions often sought licenses for pubs?,"{'text': array(['ex-servicemen or ex-policemen'], dtype=object), 'answer_start': array([555], dtype=int32)}",1438,ex-servicemen or ex-policemen,555,0.3859527121001391,"[400, 5000)","[0.25, 0.5)","(1000, 5000]"
