,actual_answer,predicted_answer,answer_match
93,,"with the past flowing into the present and the present merging into the future. the salon cubists used the faceted treatment of solid and space and effects of multiple viewpoints to convey a physical and psychological sense of the fluidity of consciousness, blurring the distinctions between past, present and future. one of the major theoretical innovations made by the salon cubists, independently of picasso and braque, was that of simultaneity, drawing to greater or lesser extent on theories of henri poincare, ernst mach, charles henry, maurice princet, and henri bergson. with simultaneity, the concept of separate spatial and temporal dimensions was comprehensively challenged. linear perspective developed during the renaissance was vacated. the subject matter was no longer considered from a specific point of view at a moment in time, but built following a selection of successive viewpoints, i. e., as if viewed simultaneously from numerous angles ( and in multiple dimensions ) with the eye free to roam from one to the other",
94,the dielectric must be thicker,is critically affected by factors such as the geometry of the capacitor conductive parts ; sharp edges or points increase the electric field strength at that point and can,0.0
95,rossiyskaya gazeta,,0.0
96,,". this meant a break - up of the 104 - year - old football league that had operated until then with four divisions ; the premier league would operate with a single division and the football league with three. there was no change in competition format ; the same number of teams competed in the top flight, and promotion and relegation between the premier league and the new first division remained the same as the",
97,"1,400","in 1773? [sep] on the shores of the strait, in 1701, the french officer antoine de la mothe cadillac, along with fifty - one french people and french canadians, founded a settlement called fort pontchartrain du detroit, naming it after louis phelypeaux, comte de pontchartrain, minister of marine under louis xiv. france offered free land to colonists to attract families to detroit ; when it reached a total population of 800 in 1765, it was the largest city between montreal and new orleans",0.0
98,it controlled trade routes,"controlled trade routes from the river volga to the baltic sea. as kievan rus'declined, novgorod became more independent. a local oligarchy ruled novgorod ; major government decisions were made by a town assembly, which also elected a prince as the city's military leader. in the 12th century, novgorod acquired its own archbishop ilya in 1169, a sign of increased importance and political independence, while about 30",0.0
99,the kingdom of prussia,,0.0
100,when clothing was first developed,"louse specifically lives in clothing, and diverge from head lice about 107, 000 years ago, suggesting that clothing existed at that time. another theory is that modern humans are the only survivors of several species of primates who may have worn clothes and that clothing may have been used as long ago as 650 thousand years ago. other louse - based estimates put the introduction of clothing at around 42, 000 – 72, 000 bp. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",0.0
101,,"data was stored? [sep] ibm started working on a prototype system loosely based on codd's concepts as system r in the early 1970s. the first version was ready in 1974 / 5, and work then started on multi - table systems in which the data could be split so that all of the data for a record ( some of which is optional ) did not have to be stored in a single large "" chunk "". subsequent multi - user versions were tested by customers in 1978 and 1979, by which time a standardized query language – sql [ citation needed ] – had been added. codd's ideas were establishing themselves as both workable and superior to codasyl, pushing ibm to develop a true production version of system r, known as sql / ds",
102,,"party hardware. the imac proved to be phenomenally successful, with 800, 000 units sold in 139 days. it made the company an annual profit of us $ 309 million, apple's first profitable year since michael spindler took over as ceo in 1995",
103,immense and varied,"of mexico city? [sep] mexico city offers an immense and varied consumer retail market, ranging from basic foods to ultra high -",1.0
104,"a set-top box with ""functional"" firewire (ieee 1394) on request",,0.0
105,,"antarctica. in 1988, the convention on the regulation of antarctic mineral resources ( cramra ) was adopted. the following",
106,nick fradiani,"his coronation single while beckham released "" champion "". jax, the third place finalist, also released a single called "" forcefield "". [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",0.0
107,"estimated 200,000 people dead or missing",", cyclone narg",0.0
108,paulicians,,0.0
109,zagreb funicular,,0.0
110,april 21,,0.0
111,,,
112,two,"as in most other chinese cities, public transportation is the dominant mode of travel of the majority of the citizens. as of october 2014, nanjing had five bridges and two tunnels over the yangtze river, which are tying districts north of the river with the city centre on the south bank. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",1.0
113,"united kingdom, with recourse to english courts of final appeal","taxes in the world and taxes all imports in lieu of an income tax system. bermudas's consumption tax is equivalent to local income tax to local residents and funds government and infrastructure expenditures. the local tax system depends upon import duties, payroll",0.0
114,,positivist traditions that had largely informed the discipline. [ page needed,
115,sexagesimal,"in what are now syria and lebanon. several centuries after the invention of cuneiform, the use of writing expanded beyond debt / payment certificates and inventory lists to be applied for the first time, about 2600 bc, to messages and mail delivery, history, legend, mathematics, astronomical records, and other pursuits. conjointly with the spread of writing, the first formal schools were established, usually under the auspices",0.0
116,,,
117,,", 000 years. this complexity, as observed at nabta playa, and as expressed by different levels of authority within the society there, likely formed the basis for the structure of both",
118,,,
119,,,
120,,"1997, provided for the deployment of an inter - african military mission, to central african republic and re - entry of ex - mutineers into the government on 7 april 1997. the inter - african military mission was later replaced by a u. n. peacekeeping force ( minur",
121,copa del generalísimo,"artigas, a former republican pilot in the civil war. with the end of franco's dictatorship in 1974, the club changed its official name back to futbol club barcelona and reverted the crest to its original design, including the original letters once again. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",0.0
122,william cookworthy,,0.0
123,loss of the normal stretchiness of the skin and irritable behaviour,"##dration? [sep] diarrhea, also spelled diarrhoea, is the condition of having at least three loose or liquid bowel movements each day. it often lasts for a few days and can result in dehydration due to fluid loss. signs of dehydration often begin with loss of the normal stretchiness of the skin and irritable behaviour. this can progress to decreased urination, loss of skin color, a fast heart rate, and a decrease in responsiveness as it becomes more severe. loose but non - watery stools in babies who are breastfed,",1.0
124,to show that the city was safe against attack,", and began les invalides. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",0.0
125,,,
126,1931,"1907, parties led by edgeworth david became the first to climb mount erebus and to reach the south magnetic pole. douglas mawson, who assumed the leadership of the magnetic pole party on their per",0.0
127,those left homeless,,0.0
128,phlegm,"expectorated samples from phlegm ( also called "" sputum "" ), scientists can identify mtb under a microscope. since mtb retains certain stains even after being treated with acidic solution, it is classified as an acid - fast bacillus. the most common acid - fast staining techniques are the ziehl – neelsen stain and the kinyoun stain,",1.0
129,malesherbes,"##herbes and creative use of french censorship law. but many works were sold without running into any legal trouble at all. borrowing records from libraries in england, germany and north america indicate that more than 70 percent of books borrowed were novels. less than 1 percent of the books were of a religious nature,",0.0
130,,##laments used? [sep] an led,
131,,", or a match held in honor of a player for contribution to his / her club, may also be described as exhibition matches but they are normally referred to as charity matches and",
132,,,
133,h2,"make - up of hydrogen? [sep] the universal emergence of atomic hydrogen first occurred during the recombination epoch. at standard temperature and pressure, hydrogen is a colorless, odorless, tasteless, non - toxic, nonmetallic, highly combustible diatomic gas with the molecular formula h2. since hydrogen readily forms covalent compounds with most non - metallic elements, most of the hydrogen on earth exists in molecular",1.0
134,appraisal,,0.0
135,division of bacterial cells,,0.0
136,,,
137,,,
138,stalemate,,0.0
139,,"##plification of forms into cones cylinders and spheres was further not explored by whom? [sep] in addition to seurat, the roots of cubism are to be found in the two distinct tendencies of cezanne's later work : first his breaking of the painted surface into small multifaceted areas of paint, thereby emphasizing the plural viewpoint given by binocular vision, and second his interest in the simplification of natural forms into cylinders, spheres, and cones. however, the cubists explored this concept further than cezanne. they represented all the surfaces of depicted objects in a single picture plane, as if the objects had all their faces visible at the same time. this new kind of depiction revolutionized the way objects could be visualized in painting and art. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",
